Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start_X,Start_Y,End_X,End_Y
Home,BALL OUT,,2,114113,4564.52,114123,4564.92,4,,0.96,0.76,1.02,0.75
Away,SET PIECE,CORNER KICK,2,114591,4583.64,114591,4583.64,19,,NaN,NaN,NaN,NaN
Away,BALL LOST,INTERCEPTION,2,114640,4585.6,114640,4585.6,19,,0.93,0.93,0.98,0.59
Home,RECOVERY,INTERCEPTION,2,114670,4586.8,114670,4586.8,3,,0.94,0.55,NaN,NaN
Home,BALL LOST,CLEARANCE,2,114676,4587.04,114778,4591.12,3,,0.94,0.56,0.74,0.48
Away,CHALLENGE,AERIAL-WON,2,114770,4590.8,114770,4590.8,27,,0.74,0.47,NaN,NaN
Away,RECOVERY,INTERCEPTION,2,114770,4590.8,114770,4590.8,27,,0.74,0.47,NaN,NaN
Away,PASS,,2,114777,4591.08,114819,4592.76,27,21,0.74,0.47,0.6,0.52
Away,PASS,,2,114858,4594.32,114923,4596.92,21,19,0.58,0.53,0.69,0.93
Away,BALL LOST,INTERCEPTION,2,114951,4598.04,115020,4600.8,19,,0.66,0.91,0.93,0.57
Home,CHALLENGE,AERIAL-WON,2,115012,4600.48,115012,4600.48,3,,0.91,0.55,NaN,NaN
Home,RECOVERY,INTERCEPTION,2,115012,4600.48,115012,4600.48,3,,0.91,0.55,NaN,NaN
Home,BALL LOST,INTERCEPTION,2,115016,4600.64,115043,4601.72,3,,0.92,0.55,0.8,0.66
Away,RECOVERY,INTERCEPTION,2,115046,4601.84,115046,4601.84,18,,0.81,0.7,NaN,NaN
Away,BALL LOST,INTERCEPTION,2,115127,4605.08,115142,4605.68,18,,0.86,0.85,0.92,0.52
Home,CHALLENGE,AERIAL-WON,2,115132,4605.28,115132,4605.28,2,,0.91,0.51,NaN,NaN
Home,RECOVERY,INTERCEPTION,2,115132,4605.28,115132,4605.28,2,,0.91,0.51,NaN,NaN
Home,BALL LOST,INTERCEPTION,2,115137,4605.48,115179,4607.16,2,,0.91,0.51,0.86,0.24
Away,RECOVERY,INTERCEPTION,2,115180,4607.2,115180,4607.2,23,,0.86,0.25,NaN,NaN
Away,PASS,,2,115258,4610.32,115273,4610.92,23,19,0.81,0.2,0.74,0.43
Away,BALL LOST,INTERCEPTION,2,115306,4612.24,115396,4615.84,19,,0.74,0.38,0.99,0.65
Home,RECOVERY,INTERCEPTION,2,115400,4616,115400,4616,11,,1,0.62,NaN,NaN
Home,BALL LOST,INTERCEPTION,2,115814,4632.56,115892,4635.68,11,,0.86,0.52,0.3,0.81
Away,RECOVERY,INTERCEPTION,2,115892,4635.68,115892,4635.68,15,,0.34,0.73,NaN,NaN
Away,PASS,,2,115921,4636.84,115928,4637.12,15,17,0.32,0.72,0.35,0.73
Home,CHALLENGE,TACKLE-WON,2,115976,4639.04,115976,4639.04,8,,0.38,0.82,NaN,NaN
Home,RECOVERY,THEFT,2,115976,4639.04,115976,4639.04,8,,0.38,0.82,NaN,NaN
Away,CHALLENGE,TACKLE-LOST,2,115997,4639.88,115997,4639.88,17,,0.39,0.87,NaN,NaN
Away,BALL LOST,THEFT,2,115997,4639.88,115997,4639.88,17,,0.39,0.87,0.34,0.94
Home,PASS,,2,116016,4640.64,116031,4641.24,8,12,0.41,0.92,0.47,0.81
Home,PASS,,2,116062,4642.48,116084,4643.36,12,10,0.46,0.82,0.37,0.67
Home,PASS,,2,116103,4644.12,116118,4644.72,10,5,0.36,0.66,0.42,0.56
Home,PASS,,2,116156,4646.24,116194,4647.76,5,7,0.42,0.5,0.47,0.21
Home,PASS,,2,116206,4648.24,116236,4649.44,7,13,0.45,0.19,0.33,0.05
Home,PASS,,2,116246,4649.84,116274,4650.96,13,7,0.33,0.04,0.41,0.11
Home,PASS,,2,116289,4651.56,116301,4652.04,7,10,0.41,0.1,0.34,0.19
Home,BALL LOST,REFEREE HIT,2,116401,4656.04,116409,4656.36,10,,0.28,0.39,0.32,0.37
Away,RECOVERY,INTERCEPTION,2,116412,4656.48,116412,4656.48,18,,0.32,0.53,NaN,NaN
Away,PASS,,2,116465,4658.6,116482,4659.28,18,26,0.38,0.6,0.5,0.42
Home,CHALLENGE,TACKLE-WON,2,116601,4664.04,116601,4664.04,3,,0.74,0.48,NaN,NaN
Home,RECOVERY,THEFT,2,116601,4664.04,116601,4664.04,3,,0.74,0.48,NaN,NaN
Home,PASS,,2,116603,4664.12,116638,4665.52,3,12,0.75,0.48,0.74,0.54
Away,CHALLENGE,TACKLE-LOST,2,116614,4664.56,116614,4664.56,26,,0.76,0.51,NaN,NaN
Away,BALL LOST,THEFT,2,116614,4664.56,116614,4664.56,26,,0.76,0.51,0.76,0.46
Home,PASS,,2,116648,4665.92,116686,4667.44,12,9,0.74,0.54,0.6,0.65
Home,PASS,,2,116832,4673.28,116849,4673.96,9,8,0.51,0.77,0.5,0.93
Home,PASS,,2,116875,4675,116900,4676,8,12,0.5,0.93,0.56,0.8
Home,PASS,,2,116915,4676.6,116930,4677.2,12,8,0.56,0.82,0.48,0.96
Home,PASS,,2,116945,4677.8,116958,4678.32,8,12,0.48,0.96,0.55,0.89
Home,PASS,,2,116995,4679.8,117007,4680.28,12,4,0.57,0.89,0.67,0.88
Home,PASS,,2,117030,4681.2,117075,4683,4,3,0.68,0.88,0.79,0.71
Home,PASS,,2,117082,4683.28,117145,4685.8,3,2,0.79,0.7,0.83,0.34
Home,PASS,,2,117240,4689.6,117265,4690.6,2,13,0.79,0.2,0.56,0.25
Home,PASS,,2,117274,4690.96,117289,4691.56,13,5,0.57,0.26,0.63,0.36
Home,PASS,,2,117354,4694.16,117374,4694.96,5,7,0.57,0.3,0.61,0.05
Home,PASS,,2,117385,4695.4,117415,4696.6,7,2,0.61,0.05,0.73,0.18
Home,PASS,,2,117480,4699.2,117508,4700.32,2,3,0.71,0.22,0.79,0.47
Home,PASS,,2,117545,4701.8,117570,4702.8,3,4,0.79,0.48,0.74,0.83
Home,PASS,,2,117633,4705.32,117678,4707.12,4,8,0.71,0.83,0.62,0.97
Home,PASS,,2,117686,4707.44,117724,4708.96,8,4,0.63,0.97,0.71,0.89
Home,PASS,,2,117754,4710.16,117784,4711.36,4,3,0.72,0.89,0.85,0.74
Home,PASS,,2,117826,4713.04,117864,4714.56,3,2,0.86,0.72,0.82,0.27
Home,PASS,,2,117984,4719.36,118026,4721.04,2,12,0.66,0.18,0.54,0.6
Home,PASS,,2,118033,4721.32,118053,4722.12,12,9,0.53,0.6,0.42,0.65
Home,PASS,,2,118084,4723.36,118109,4724.36,9,12,0.42,0.63,0.45,0.74
Home,PASS,,2,118124,4724.96,118149,4725.96,12,8,0.44,0.75,0.25,0.95
Home,BALL LOST,INTERCEPTION,2,118223,4728.92,118243,4729.72,8,,0.15,0.82,0.14,0.65
Away,RECOVERY,INTERCEPTION,2,118238,4729.52,118238,4729.52,15,,0.15,0.65,NaN,NaN
Away,BALL LOST,INTERCEPTION,2,118242,4729.68,118274,4730.96,15,,0.15,0.65,0.23,0.64
Home,RECOVERY,INTERCEPTION,2,118290,4731.6,118290,4731.6,12,,0.29,0.68,NaN,NaN
Home,PASS,,2,118322,4732.88,118342,4733.68,12,5,0.29,0.68,0.31,0.54
Home,PASS,,2,118372,4734.88,118397,4735.88,5,4,0.31,0.54,0.39,0.78
Home,PASS,,2,118436,4737.44,118454,4738.16,4,8,0.38,0.8,0.28,0.95
Home,BALL LOST,THEFT,2,118509,4740.36,118561,4742.44,8,,0.34,0.92,0.36,0.93
Away,CHALLENGE,TACKLE-WON,2,118532,4741.28,118532,4741.28,26,,0.37,0.92,NaN,NaN
Away,RECOVERY,INTERCEPTION,2,118532,4741.28,118532,4741.28,26,,0.37,0.92,NaN,NaN
Away,BALL LOST,INTERCEPTION,2,118593,4743.72,118628,4745.12,26,,0.38,0.98,0.46,0.85
Home,CHALLENGE,TACKLE-WON,2,118628,4745.12,118628,4745.12,12,,0.47,0.89,NaN,NaN
Home,RECOVERY,INTERCEPTION,2,118628,4745.12,118628,4745.12,12,,0.47,0.89,NaN,NaN
Home,PASS,,2,118634,4745.36,118641,4745.64,12,4,0.48,0.89,0.51,0.93
Home,PASS,,2,118676,4747.04,118706,4748.24,4,12,0.51,0.94,0.49,0.85
Home,PASS,,2,118721,4748.84,118749,4749.96,12,5,0.49,0.83,0.5,0.57
Home,PASS,,2,118799,4751.96,118861,4754.44,5,10,0.48,0.49,0.17,0.26
Home,SHOT,OFF TARGET-OUT,2,118911,4756.44,118924,4756.96,10,,0.08,0.31,-0.03,0.42
Away,RECOVERY,,2,118960,4758.4,118960,4758.4,25,,0.01,0.44,NaN,NaN
Away,PASS,GOAL KICK,2,119733,4789.32,119768,4790.72,25,15,0.04,0.5,0.1,0.83
Away,PASS,,2,119810,4792.4,119842,4793.68,15,21,0.12,0.82,0.27,0.73
Away,PASS,,2,119860,4794.4,119885,4795.4,21,17,0.28,0.76,0.37,1
Away,PASS,,2,119902,4796.08,119935,4797.4,17,21,0.37,0.98,0.37,0.79
Away,PASS,,2,120002,4800.08,120027,4801.08,21,16,0.42,0.64,0.32,0.49
Away,PASS,,2,120073,4802.92,120108,4804.32,16,27,0.36,0.39,0.56,0.06
Away,BALL OUT,,2,120199,4807.96,120307,4812.28,27,,0.59,0.38,1.02,0.9
Home,RECOVERY,,2,120370,4814.8,120370,4814.8,11,,0.99,0.58,NaN,NaN
Home,BALL LOST,GOAL KICK,2,121704,4868.16,121805,4872.2,11,,0.97,0.46,0.42,0.66
Away,RECOVERY,INTERCEPTION,2,121799,4871.96,121799,4871.96,18,,0.44,0.7,NaN,NaN
Away,BALL LOST,INTERCEPTION,2,121802,4872.08,121892,4875.68,18,,0.44,0.7,0.76,0.47
Home,RECOVERY,INTERCEPTION,2,121893,4875.72,121893,4875.72,2,,0.75,0.5,NaN,NaN
Home,PASS,,2,121899,4875.96,121949,4877.96,2,11,0.77,0.5,0.94,0.46
Home,BALL LOST,INTERCEPTION,2,121953,4878.12,122063,4882.52,11,,0.94,0.46,0.44,0.63
Away,CHALLENGE,AERIAL-WON,2,122063,4882.52,122063,4882.52,15,,0.43,0.63,NaN,NaN
Away,RECOVERY,INTERCEPTION,2,122063,4882.52,122063,4882.52,15,,0.43,0.63,NaN,NaN
Home,CHALLENGE,AERIAL-LOST,2,122063,4882.52,122063,4882.52,9,,0.42,0.63,NaN,NaN
Away,BALL LOST,INTERCEPTION,2,122067,4882.68,122144,4885.76,15,,0.44,0.63,0.48,0.44
Home,RECOVERY,INTERCEPTION,2,122133,4885.32,122133,4885.32,14,,0.48,0.43,NaN,NaN
Away,CHALLENGE,AERIAL-LOST,2,122144,4885.76,122144,4885.76,28,,0.47,0.46,NaN,NaN
Home,BALL LOST,INTERCEPTION,2,122148,4885.92,122172,4886.88,14,,0.47,0.42,0.41,0.34
Home,RECOVERY,INTERCEPTION,2,122215,4888.6,122215,4888.6,7,,0.51,0.22,NaN,NaN
Home,PASS,,2,122240,4889.6,122272,4890.88,7,2,0.51,0.21,0.58,0.3
Home,PASS,,2,122282,4891.28,122302,4892.08,2,12,0.58,0.29,0.54,0.47
Home,PASS,,2,122308,4892.32,122332,4893.28,12,5,0.54,0.47,0.47,0.42
Home,PASS,,2,122337,4893.48,122375,4895,5,3,0.47,0.42,0.62,0.61
Home,PASS,,2,122384,4895.36,122416,4896.64,3,4,0.62,0.64,0.52,0.91
Home,PASS,,2,122474,4898.96,122494,4899.76,4,12,0.51,0.94,0.54,0.8
Home,PASS,,2,122539,4901.56,122581,4903.24,12,2,0.54,0.76,0.61,0.3
Home,PASS,,2,122656,4906.24,122681,4907.24,2,14,0.56,0.23,0.39,0.02
Home,PASS,,2,122727,4909.08,122754,4910.16,14,9,0.42,0.06,0.36,0.15
Home,PASS,,2,122824,4912.96,122844,4913.76,9,13,0.31,0.19,0.26,0.41
Home,PASS,,2,122860,4914.4,122867,4914.68,13,14,0.26,0.44,0.27,0.39
Home,SHOT,OFF TARGET-OUT,2,122923,4916.92,122930,4917.2,14,,0.25,0.49,-0.02,0.6
Away,RECOVERY,,2,122927,4917.08,122927,4917.08,25,,0.01,0.56,NaN,NaN
Away,PASS,GOAL KICK,2,123070,4922.8,123122,4924.88,25,17,0.04,0.59,0.33,0.89
Away,BALL LOST,INTERCEPTION,2,123136,4925.44,123148,4925.92,17,,0.35,0.88,0.37,0.87
Home,RECOVERY,INTERCEPTION,2,123148,4925.92,123148,4925.92,4,,0.38,0.89,NaN,NaN
Home,BALL LOST,INTERCEPTION,2,123181,4927.24,123198,4927.92,4,,0.38,0.95,0.38,0.93
Away,CHALLENGE,TACKLE-WON,2,123213,4928.52,123213,4928.52,17,,0.36,0.99,NaN,NaN
Away,RECOVERY,INTERCEPTION,2,123213,4928.52,123213,4928.52,17,,0.36,0.99,NaN,NaN
Away,BALL OUT,,2,123216,4928.64,123224,4928.96,17,,0.36,0.99,0.31,1.03
Home,SET PIECE,THROW IN,2,123282,4931.28,123282,4931.28,4,,NaN,NaN,NaN,NaN
Home,PASS,,2,123284,4931.36,123322,4932.88,4,13,0.37,1,0.29,0.82
Home,PASS,,2,123349,4933.96,123366,4934.64,13,8,0.31,0.88,0.3,0.99
Home,PASS,,2,123409,4936.36,123409,4936.36,8,4,0.3,1,0.38,1
Home,PASS,,2,123414,4936.56,123427,4937.08,4,12,0.38,1,0.43,0.92
Home,PASS,,2,123435,4937.4,123442,4937.68,12,4,0.43,0.93,0.41,1
Home,PASS,,2,123446,4937.84,123498,4939.92,4,3,0.42,1,0.65,0.9
Home,PASS,,2,123556,4942.24,123598,4943.92,3,11,0.71,0.85,0.88,0.6
Home,PASS,,2,123693,4947.72,123733,4949.32,11,9,0.86,0.56,0.56,0.39
Home,PASS,,2,123805,4952.2,123832,4953.28,9,14,0.63,0.33,0.54,0.27
Home,BALL LOST,INTERCEPTION,2,123879,4955.16,123944,4957.76,14,,0.56,0.38,0.28,0.28
Away,RECOVERY,INTERCEPTION,2,123920,4956.8,123920,4956.8,16,,0.36,0.37,NaN,NaN
Away,PASS,,2,124005,4960.2,124045,4961.8,16,25,0.15,0.25,0.01,0.32
Away,BALL LOST,INTERCEPTION,2,124051,4962.04,124146,4965.84,25,,0.01,0.32,0.45,0.43
Home,RECOVERY,INTERCEPTION,2,124147,4965.88,124147,4965.88,12,,0.43,0.47,NaN,NaN
Home,BALL LOST,HEAD,2,124149,4965.96,124189,4967.56,12,,0.43,0.47,0.35,0.45
Away,RECOVERY,INTERCEPTION,2,124197,4967.88,124197,4967.88,15,,0.31,0.51,NaN,NaN
Away,PASS,,2,124219,4968.76,124259,4970.36,15,17,0.32,0.53,0.27,0.78
Away,PASS,,2,124324,4972.96,124356,4974.24,17,16,0.23,0.75,0.26,0.52
Away,PASS,,2,124396,4975.84,124451,4978.04,16,27,0.27,0.51,0.5,0.07
Away,PASS,,2,124504,4980.16,124514,4980.56,27,28,0.55,0.07,0.59,0.22
Away,PASS,,2,124536,4981.44,124614,4984.56,28,27,0.6,0.21,0.81,0.04
Away,PASS,,2,124721,4988.84,124751,4990.04,27,23,0.94,0.3,0.85,0.42
Away,SHOT,OFF TARGET-OUT,2,124755,4990.2,124775,4991,23,,0.85,0.41,1.03,0.42
Home,RECOVERY,,2,124787,4991.48,124787,4991.48,11,,0.99,0.48,NaN,NaN
Away,RECOVERY,,2,124868,4994.72,124868,4994.72,25,,0.19,0.49,NaN,NaN
Home,PASS,GOAL KICK,2,125558,5022.32,125677,5027.08,11,9,0.98,0.47,0.36,0.11
Away,BALL LOST,GOAL KICK,2,125622,5024.88,125686,5027.44,25,,0.11,0.43,0.37,0.13
Home,BALL LOST,INTERCEPTION,2,125680,5027.2,125695,5027.8,9,,0.36,0.11,0.39,0.06
Away,RECOVERY,INTERCEPTION,2,125691,5027.64,125691,5027.64,21,,0.37,0.1,NaN,NaN
Away,CHALLENGE,TACKLE-LOST,2,125792,5031.68,125792,5031.68,21,,0.47,0.05,NaN,NaN
Away,BALL LOST,THEFT,2,125792,5031.68,125792,5031.68,21,,0.47,0.05,0.45,0.06
Home,CHALLENGE,TACKLE-WON,2,125794,5031.76,125794,5031.76,9,,0.47,0.05,NaN,NaN
Home,RECOVERY,THEFT,2,125794,5031.76,125794,5031.76,9,,0.47,0.05,NaN,NaN
Home,PASS,,2,125830,5033.2,125855,5034.2,9,2,0.48,0.08,0.62,0.16
Home,PASS,,2,125898,5035.92,125918,5036.72,2,12,0.65,0.2,0.57,0.36
Away,CHALLENGE,TACKLE-FAULT-LOST,2,125923,5036.92,125923,5036.92,26,,0.58,0.36,NaN,NaN
Home,CHALLENGE,TACKLE-FAULT-WON,2,125940,5037.6,125940,5037.6,12,,0.59,0.31,NaN,NaN
Home,FAULT RECEIVED,,2,125940,5037.6,125940,5037.6,12,,0.59,0.31,NaN,NaN
Away,CARD,YELLOW,2,125953,5038.12,125953,5038.12,26,,NaN,NaN,NaN,NaN
Home,SET PIECE,FREE KICK,2,126777,5071.08,126777,5071.08,2,,NaN,NaN,NaN,NaN
Home,PASS,,2,126778,5071.12,126826,5073.04,2,3,0.58,0.36,0.69,0.49
Home,PASS,,2,126839,5073.56,126867,5074.68,3,4,0.69,0.51,0.66,0.79
Home,PASS,,2,126915,5076.6,126942,5077.68,4,8,0.61,0.86,0.51,0.96
Home,PASS,,2,127007,5080.28,127037,5081.48,8,12,0.54,0.79,0.6,0.78
Home,BALL LOST,INTERCEPTION,2,127062,5082.48,127112,5084.48,12,,0.62,0.77,0.46,0.22
Away,RECOVERY,INTERCEPTION,2,127105,5084.2,127105,5084.2,27,,0.46,0.27,NaN,NaN
Away,PASS,,2,127189,5087.56,127211,5088.44,27,28,0.62,0.24,0.69,0.07
Away,PASS,,2,127385,5095.4,127392,5095.68,28,27,0.86,0.11,0.84,0.02
Away,PASS,,2,127398,5095.92,127423,5096.92,27,21,0.83,0.02,0.71,0.19
Away,PASS,,2,127508,5100.32,127525,5101,21,17,0.73,0.22,0.82,0.28
Home,CHALLENGE,TACKLE-WON,2,127555,5102.2,127555,5102.2,2,,0.85,0.34,NaN,NaN
Home,RECOVERY,THEFT,2,127555,5102.2,127555,5102.2,2,,0.85,0.34,NaN,NaN
Home,PASS,,2,127560,5102.4,127587,5103.48,2,5,0.85,0.34,0.78,0.37
Away,CHALLENGE,TACKLE-LOST,2,127570,5102.8,127570,5102.8,17,,0.85,0.35,NaN,NaN
Away,BALL LOST,THEFT,2,127570,5102.8,127570,5102.8,17,,0.85,0.35,0.82,0.36
Away,CHALLENGE,TACKLE-WON,2,127678,5107.12,127678,5107.12,26,,0.57,0.42,NaN,NaN
Away,RECOVERY,THEFT,2,127678,5107.12,127678,5107.12,26,,0.57,0.42,NaN,NaN
Home,CHALLENGE,TACKLE-LOST,2,127680,5107.2,127680,5107.2,5,,0.58,0.44,NaN,NaN
Home,BALL LOST,THEFT,2,127680,5107.2,127680,5107.2,5,,0.58,0.44,0.57,0.45
Home,CHALLENGE,TACKLE-LOST,2,127771,5110.84,127771,5110.84,14,,0.64,0.32,NaN,NaN
Away,PASS,,2,127812,5112.48,127833,5113.32,26,17,0.71,0.36,0.74,0.49
Away,BALL LOST,INTERCEPTION,2,127839,5113.56,127879,5115.16,17,,0.74,0.5,0.85,0.57
Home,RECOVERY,INTERCEPTION,2,127889,5115.56,127889,5115.56,3,,0.85,0.55,NaN,NaN
Home,PASS,HEAD,2,127891,5115.64,127911,5116.44,3,12,0.85,0.55,0.81,0.6
Home,PASS,,2,127919,5116.76,127954,5118.16,12,4,0.82,0.61,0.89,0.75
Home,PASS,,2,127959,5118.36,128009,5120.36,4,8,0.89,0.77,0.66,0.94
Home,PASS,,2,128058,5122.32,128088,5123.52,8,13,0.54,0.91,0.39,0.97
Home,PASS,,2,128222,5128.88,128282,5131.28,13,14,0.16,0.7,0.2,0.42
Away,CHALLENGE,TACKLE-WON,2,128335,5133.4,128335,5133.4,27,,0.19,0.5,NaN,NaN
Away,RECOVERY,THEFT,2,128335,5133.4,128335,5133.4,27,,0.19,0.5,NaN,NaN
Away,CHALLENGE,TACKLE-FAULT-WON,2,128349,5133.96,128349,5133.96,27,,0.21,0.54,NaN,NaN
Away,FAULT RECEIVED,,2,128349,5133.96,128349,5133.96,27,,0.21,0.54,NaN,NaN
Home,CHALLENGE,TACKLE-LOST,2,128369,5134.76,128369,5134.76,14,,0.21,0.55,NaN,NaN
Home,BALL LOST,THEFT,2,128369,5134.76,128369,5134.76,14,,0.21,0.55,NaN,NaN
Home,CHALLENGE,TACKLE-FAULT-LOST,2,128377,5135.08,128377,5135.08,14,,0.22,0.55,NaN,NaN
Home,CARD,YELLOW,2,128596,5143.84,128596,5143.84,14,,NaN,NaN,NaN,NaN
Away,SET PIECE,FREE KICK,2,129228,5169.12,129228,5169.12,16,,NaN,NaN,NaN,NaN
Away,PASS,,2,129235,5169.4,129272,5170.88,16,21,0.28,0.57,0.39,0.82
Away,PASS,,2,129377,5175.08,129405,5176.2,21,17,0.48,0.87,0.52,1
Away,PASS,,2,129412,5176.48,129442,5177.68,17,15,0.52,1,0.36,0.84
Away,PASS,,2,129593,5183.72,129608,5184.32,15,21,0.4,0.85,0.5,0.82
Away,PASS,,2,129618,5184.72,129630,5185.2,21,17,0.51,0.83,0.52,1
Away,PASS,,2,129678,5187.12,129705,5188.2,17,18,0.57,0.98,0.73,0.79
Away,PASS,,2,129722,5188.88,129730,5189.2,18,28,0.74,0.78,0.75,0.84
Away,BALL LOST,INTERCEPTION,2,129764,5190.56,129786,5191.44,28,,0.81,0.75,0.85,0.63
Home,CHALLENGE,TACKLE-WON,2,129778,5191.12,129778,5191.12,5,,0.82,0.64,NaN,NaN
Home,RECOVERY,INTERCEPTION,2,129778,5191.12,129778,5191.12,5,,0.82,0.64,NaN,NaN
Home,PASS,,2,129788,5191.52,129806,5192.24,5,2,0.84,0.63,0.88,0.62
Home,BALL LOST,INTERCEPTION,2,129810,5192.4,129868,5194.72,2,,0.88,0.62,0.6,0.88
Away,RECOVERY,INTERCEPTION,2,129862,5194.48,129862,5194.48,17,,0.6,0.88,NaN,NaN
Away,PASS,,2,129869,5194.76,129911,5196.44,17,16,0.59,0.87,0.53,0.67
Home,CHALLENGE,TACKLE-LOST,2,129912,5196.48,129912,5196.48,13,,0.55,0.67,NaN,NaN
Away,PASS,,2,129916,5196.64,129948,5197.92,16,21,0.53,0.68,0.61,0.73
Away,PASS,,2,129973,5198.92,130043,5201.72,21,27,0.63,0.71,0.79,0.16
Away,PASS,,2,130177,5207.08,130202,5208.08,27,23,0.88,0.32,0.84,0.43
Away,PASS,,2,130208,5208.32,130233,5209.32,23,21,0.84,0.42,0.75,0.44
Away,PASS,,2,130265,5210.6,130285,5211.4,21,17,0.75,0.47,0.76,0.78
Away,BALL LOST,INTERCEPTION,2,130330,5213.2,130363,5214.52,17,,0.84,0.79,0.98,0.49
Home,RECOVERY,INTERCEPTION,2,130361,5214.44,130361,5214.44,11,,0.97,0.47,NaN,NaN
Home,PASS,,2,130403,5216.12,130443,5217.72,11,14,0.91,0.4,0.77,0.26
Home,PASS,,2,130510,5220.4,130530,5221.2,14,12,0.68,0.28,0.65,0.5
Home,PASS,,2,130565,5222.6,130595,5223.8,12,8,0.59,0.5,0.5,0.66
Home,PASS,,2,130643,5225.72,130675,5227,8,9,0.41,0.69,0.26,0.84
Home,PASS,,2,130763,5230.52,130808,5232.32,9,12,0.14,0.81,0.29,0.55
Home,PASS,,2,130839,5233.56,130929,5237.16,12,8,0.28,0.54,0.16,0.89
Home,PASS,,2,131067,5242.68,131142,5245.68,8,4,0.1,0.95,0.39,0.97
Home,PASS,,2,131191,5247.64,131229,5249.16,4,3,0.4,0.96,0.54,0.81
Home,PASS,,2,131256,5250.24,131319,5252.76,3,7,0.54,0.78,0.45,0.15
Home,PASS,,2,131399,5255.96,131424,5256.96,7,14,0.39,0.13,0.31,0.06
Home,PASS,,2,131429,5257.16,131449,5257.96,14,7,0.31,0.06,0.37,0.14
Home,PASS,,2,131466,5258.64,131479,5259.16,7,5,0.37,0.15,0.37,0.35
Home,BALL LOST,INTERCEPTION,2,131534,5261.36,131559,5262.36,5,,0.35,0.36,0.19,0.58
Away,RECOVERY,INTERCEPTION,2,131557,5262.28,131557,5262.28,15,,0.2,0.57,NaN,NaN
Away,BALL LOST,INTERCEPTION,2,131562,5262.48,131651,5266.04,15,,0.2,0.57,0.43,0.37
Away,CHALLENGE,AERIAL-LOST,2,131651,5266.04,131651,5266.04,26,,0.43,0.4,NaN,NaN
Home,RECOVERY,INTERCEPTION,2,131671,5266.84,131671,5266.84,5,,0.44,0.38,NaN,NaN
Home,PASS,,2,131681,5267.24,131704,5268.16,5,7,0.44,0.36,0.48,0.19
Home,PASS,,2,131800,5272,131822,5272.88,7,5,0.43,0.1,0.43,0.28
Home,PASS,,2,131850,5274,131873,5274.92,5,7,0.43,0.24,0.48,0.07
Home,PASS,,2,131905,5276.2,131925,5277,7,2,0.51,0.06,0.69,0.19
Home,PASS,,2,131945,5277.8,131995,5279.8,2,3,0.71,0.19,0.74,0.62
Home,PASS,,2,132048,5281.92,132070,5282.8,3,4,0.78,0.78,0.68,0.94
Home,PASS,,2,132188,5287.52,132235,5289.4,4,7,0.57,0.76,0.59,0.14
Home,PASS,,2,132293,5291.72,132320,5292.8,7,2,0.58,0.12,0.67,0.28
Home,PASS,,2,132365,5294.6,132393,5295.72,2,12,0.64,0.27,0.53,0.6
Home,PASS,,2,132423,5296.92,132443,5297.72,12,5,0.53,0.58,0.51,0.45
Home,PASS,,2,132450,5298,132475,5299,5,12,0.51,0.45,0.46,0.55
Home,PASS,,2,132607,5304.28,132627,5305.08,12,14,0.25,0.31,0.19,0.13
Away,CHALLENGE,AERIAL-WON,2,132728,5309.12,132728,5309.12,17,,0.07,0.58,NaN,NaN
Away,RECOVERY,INTERCEPTION,2,132728,5309.12,132728,5309.12,17,,0.07,0.58,NaN,NaN
Away,PASS,HEAD,2,132732,5309.28,132775,5311,17,28,0.07,0.58,0.15,0.5
Home,BALL LOST,INTERCEPTION,2,132743,5309.72,132743,5309.72,14,,0.21,0.28,0.07,0.61
Away,CHALLENGE,TACKLE-FAULT-WON,2,132875,5315,132875,5315,28,,0.31,0.69,NaN,NaN
Away,FAULT RECEIVED,,2,132875,5315,132875,5315,28,,0.31,0.69,NaN,NaN
Home,CHALLENGE,TACKLE-FAULT-LOST,2,132881,5315.24,132881,5315.24,9,,0.32,0.69,NaN,NaN
Away,SET PIECE,FREE KICK,2,133238,5329.52,133238,5329.52,16,,NaN,NaN,NaN,NaN
Away,PASS,,2,133242,5329.68,133264,5330.56,16,21,0.31,0.61,0.35,0.43
Away,PASS,,2,133317,5332.68,133359,5334.36,21,27,0.39,0.37,0.56,0.05
Away,PASS,,2,133403,5336.12,133428,5337.12,27,21,0.57,0.04,0.49,0.21
Away,PASS,,2,133495,5339.8,133525,5341,21,28,0.53,0.27,0.55,0.5
Away,PASS,,2,133625,5345,133678,5347.12,28,27,0.62,0.59,0.84,0.09
Away,PASS,,2,133782,5351.28,133825,5353,27,21,0.83,0.02,0.69,0.22
Away,PASS,,2,133892,5355.68,133954,5358.16,21,17,0.71,0.24,0.83,0.8
Away,PASS,,2,134012,5360.48,134020,5360.8,17,28,0.78,0.85,0.71,0.62
Away,SHOT,OFF TARGET-OUT,2,134041,5361.64,134076,5363.04,28,,0.73,0.65,1.02,0.64
Home,RECOVERY,,2,134158,5366.32,134158,5366.32,11,,1.01,0.59,NaN,NaN
Home,PASS,GOAL KICK,2,134828,5393.12,134886,5395.44,11,8,0.96,0.52,0.42,0.79
Home,BALL LOST,HEAD-INTERCEPTION,2,134887,5395.48,134912,5396.48,8,,0.42,0.79,0.25,0.69
