Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start_X,Start_Y,End_X,End_Y
Home,BALL LOST,INTERCEPTION,1,44429,1777.16,44429,1777.16,5,,0.8,0.39,NaN,NaN
Home,RECOVERY,,1,44504,1780.16,44504,1780.16,4,,0.63,0.21,NaN,NaN
Home,PASS,,1,44574,1782.96,44589,1783.56,4,9,0.69,0.22,0.76,0.05
Home,PASS,,1,44615,1784.6,44635,1785.4,9,4,0.75,0.05,0.67,0.16
Home,PASS,,1,44665,1786.6,44718,1788.72,4,3,0.64,0.13,0.45,0.33
Home,PASS,,1,44737,1789.48,44779,1791.16,3,2,0.44,0.36,0.38,0.7
Home,PASS,,1,44823,1792.92,44842,1793.68,2,7,0.38,0.78,0.4,0.96
Home,BALL LOST,INTERCEPTION,1,44858,1794.32,44861,1794.44,7,,0.39,0.96,0.37,0.96
Away,RECOVERY,INTERCEPTION,1,44863,1794.52,44863,1794.52,22,,0.41,0.96,NaN,NaN
Away,BALL OUT,,1,44863,1794.52,44888,1795.52,22,,0.41,0.96,0.27,1.02
Home,SET PIECE,THROW IN,1,45114,1804.56,45114,1804.56,7,,NaN,NaN,NaN,NaN
Home,PASS,,1,45114,1804.56,45132,1805.28,7,10,0.39,1.01,0.44,0.91
Away,CHALLENGE,GROUND-LOST,1,45132,1805.28,45132,1805.28,20,,0.45,0.9,NaN,NaN
Home,CHALLENGE,GROUND-WON,1,45132,1805.28,45132,1805.28,10,,0.44,0.91,NaN,NaN
Home,PASS,,1,45132,1805.28,45154,1806.16,10,7,0.44,0.91,0.38,0.99
Home,CHALLENGE,GROUND-FAULT-WON,1,45176,1807.04,45176,1807.04,7,,0.38,0.96,NaN,NaN
Home,FAULT RECEIVED,,1,45176,1807.04,45176,1807.04,7,,0.38,0.96,NaN,NaN
Away,CHALLENGE,TACKLE-FAULT-LOST,1,45184,1807.36,45184,1807.36,22,,0.38,0.94,NaN,NaN
Home,SET PIECE,FREE KICK,1,45835,1833.4,45835,1833.4,2,,NaN,NaN,NaN,NaN
Home,PASS,,1,45835,1833.4,45904,1836.16,2,9,0.37,0.87,0.75,0.86
Home,CHALLENGE,AERIAL-WON,1,45904,1836.16,45904,1836.16,9,,0.75,0.86,NaN,NaN
Home,BALL LOST,,1,45904,1836.16,46002,1840.08,9,,0.75,0.86,0.93,0.91
Away,CHALLENGE,AERIAL-LOST,1,45905,1836.2,45905,1836.2,17,,0.75,0.86,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,46001,1840.04,46001,1840.04,16,,0.92,0.9,NaN,NaN
Away,BALL OUT,CLEARANCE,1,46001,1840.04,46037,1841.48,16,,0.92,0.9,0.76,1.02
Home,SET PIECE,THROW IN,1,46485,1859.4,46485,1859.4,7,,NaN,NaN,NaN,NaN
Home,PASS,,1,46485,1859.4,46511,1860.44,7,9,0.74,1.01,0.86,0.91
Home,BALL OUT,,1,46511,1860.44,46546,1861.84,9,,0.86,0.91,0.75,1.01
Away,SET PIECE,THROW IN,1,47146,1885.84,47146,1885.84,22,,NaN,NaN,NaN,NaN
Away,PASS,,1,47146,1885.84,47204,1888.16,22,21,0.6,1.01,0.63,0.69
Away,PASS,,1,47204,1888.16,47252,1890.08,21,15,0.63,0.69,0.66,0.31
Away,PASS,,1,47337,1893.48,47370,1894.8,15,18,0.53,0.25,0.4,0.04
Away,PASS,,1,47434,1897.36,47462,1898.48,18,21,0.32,0.07,0.39,0.23
Away,PASS,,1,47496,1899.84,47573,1902.92,21,17,0.39,0.22,0.46,0.75
Away,PASS,,1,47627,1905.08,47695,1907.8,17,18,0.43,0.73,0.23,0.15
Away,PASS,,1,47755,1910.2,47783,1911.32,18,15,0.31,0.1,0.42,0.15
Away,PASS,,1,47801,1912.04,47854,1914.16,15,16,0.41,0.15,0.54,0.41
Away,PASS,,1,47879,1915.16,47919,1916.76,16,17,0.54,0.43,0.49,0.8
Away,CHALLENGE,GROUND-WON,1,47979,1919.16,47979,1919.16,17,,0.48,0.74,NaN,NaN
Home,CHALLENGE,GROUND-LOST,1,47981,1919.24,47981,1919.24,9,,0.48,0.73,NaN,NaN
Away,PASS,,1,47995,1919.8,48023,1920.92,17,16,0.5,0.72,0.59,0.57
Away,PASS,,1,48061,1922.44,48091,1923.64,16,15,0.64,0.5,0.64,0.24
Away,PASS,,1,48137,1925.48,48175,1927,15,20,0.67,0.21,0.58,0.34
Away,PASS,,1,48200,1928,48239,1929.56,20,19,0.59,0.29,0.46,0.06
Away,PASS,,1,48239,1929.56,48277,1931.08,19,18,0.46,0.06,0.35,0.03
Home,RECOVERY,INTERCEPTION,1,48282,1931.28,48282,1931.28,4,,0.33,0.05,NaN,NaN
Home,BALL OUT,,1,48282,1931.28,48313,1932.52,4,,0.33,0.05,0.28,-0.03
Away,BALL LOST,INTERCEPTION,1,48284,1931.36,48287,1931.48,18,,0.33,0.03,0.32,0.02
Away,SET PIECE,THROW IN,1,48404,1936.16,48404,1936.16,18,,NaN,NaN,NaN,NaN
Away,PASS,,1,48404,1936.16,48439,1937.56,18,19,0.24,0,0.34,0.05
Away,PASS,,1,48478,1939.12,48518,1940.72,19,21,0.35,0.13,0.17,0.25
Away,BALL LOST,INTERCEPTION,1,48555,1942.2,48555,1942.2,21,,0.13,0.23,0.2,0.18
Home,RECOVERY,INTERCEPTION,1,48560,1942.4,48560,1942.4,8,,0.18,0.16,NaN,NaN
Home,PASS,,1,48577,1943.08,48592,1943.68,8,12,0.19,0.18,0.2,0.29
Home,PASS,,1,48613,1944.52,48633,1945.32,12,6,0.21,0.3,0.24,0.45
Home,CHALLENGE,GROUND-WON,1,48646,1945.84,48646,1945.84,6,,0.25,0.46,NaN,NaN
Home,PASS,,1,48671,1946.84,48704,1948.16,6,12,0.26,0.46,0.35,0.44
Away,CHALLENGE,GROUND-LOST,1,48721,1948.84,48721,1948.84,19,,0.35,0.49,NaN,NaN
Home,CHALLENGE,GROUND-WON,1,48730,1949.2,48730,1949.2,12,,0.37,0.52,NaN,NaN
Home,PASS,,1,48767,1950.68,48807,1952.28,12,7,0.39,0.65,0.47,0.86
Home,BALL LOST,INTERCEPTION,1,48936,1957.44,48978,1959.12,7,,0.77,0.74,0.93,0.84
Home,CHALLENGE,TACKLE-FAULT-LOST,1,48978,1959.12,48978,1959.12,5,,0.91,0.86,NaN,NaN
Away,CHALLENGE,TACKLE-FAULT-WON,1,48982,1959.28,48982,1959.28,22,,0.93,0.85,NaN,NaN
Home,CARD,YELLOW,1,49223,1968.92,49223,1968.92,5,,NaN,NaN,NaN,NaN
Away,SET PIECE,FREE KICK,1,50493,2019.72,50493,2019.72,25,,NaN,NaN,NaN,NaN
Away,BALL OUT,,1,50493,2019.72,50654,2026.16,25,,0.98,0.91,0.31,1.02
Away,CHALLENGE,GROUND,1,50616,2024.64,50616,2024.64,24,,0.39,0.93,NaN,NaN
Home,CHALLENGE,GROUND,1,50617,2024.68,50617,2024.68,7,,0.39,0.95,NaN,NaN
Home,SET PIECE,THROW IN,1,51082,2043.28,51082,2043.28,7,,NaN,NaN,NaN,NaN
Home,PASS,,1,51082,2043.28,51117,2044.68,7,9,0.41,1.01,0.5,0.86
Home,CHALLENGE,GROUND-WON,1,51138,2045.52,51138,2045.52,9,,0.5,0.82,NaN,NaN
Away,CHALLENGE,GROUND-LOST,1,51166,2046.64,51166,2046.64,20,,0.51,0.76,NaN,NaN
Home,CHALLENGE,TACKLE-LOST,1,51224,2048.96,51224,2048.96,9,,0.56,0.88,NaN,NaN
Home,BALL LOST,THEFT,1,51224,2048.96,51224,2048.96,9,,0.56,0.88,NaN,NaN
Away,CHALLENGE,TACKLE-WON,1,51225,2049,51225,2049,20,,0.57,0.87,NaN,NaN
Away,RECOVERY,THEFT,1,51225,2049,51225,2049,20,,0.57,0.87,NaN,NaN
Away,PASS,,1,51225,2049,51226,2049.04,20,19,0.57,0.87,0.55,0.89
Away,BALL OUT,,1,51226,2049.04,51264,2050.56,19,,0.55,0.89,0.6,1.01
Home,SET PIECE,THROW IN,1,51461,2058.44,51461,2058.44,7,,NaN,NaN,NaN,NaN
Home,PASS,,1,51461,2058.44,51473,2058.92,7,12,0.54,1.01,0.51,0.91
Home,PASS,,1,51473,2058.92,51500,2060,12,7,0.51,0.91,0.53,1
Home,PASS,,1,51514,2060.56,51527,2061.08,7,12,0.53,1,0.48,0.96
Home,PASS,,1,51543,2061.72,51581,2063.24,12,2,0.48,0.97,0.33,0.95
Home,PASS,,1,51630,2065.2,51672,2066.88,2,3,0.31,0.86,0.24,0.51
Home,BALL LOST,INTERCEPTION,1,51672,2066.88,51729,2069.16,3,,0.24,0.51,0.35,0.26
Away,RECOVERY,INTERCEPTION,1,51732,2069.28,51732,2069.28,19,,0.39,0.31,NaN,NaN
Home,CHALLENGE,TACKLE-WON,1,51755,2070.2,51755,2070.2,6,,0.36,0.31,NaN,NaN
Home,RECOVERY,THEFT,1,51755,2070.2,51755,2070.2,6,,0.36,0.31,NaN,NaN
Away,CHALLENGE,TACKLE-LOST,1,51757,2070.28,51757,2070.28,19,,0.37,0.31,NaN,NaN
Away,BALL LOST,THEFT,1,51757,2070.28,51757,2070.28,19,,0.37,0.31,NaN,NaN
Home,PASS,,1,51853,2074.12,51868,2074.72,6,12,0.42,0.57,0.42,0.73
Home,PASS,,1,51907,2076.28,51957,2078.28,12,7,0.45,0.81,0.59,0.98
Home,PASS,,1,51979,2079.16,52001,2080.04,7,12,0.61,0.97,0.55,0.86
Home,PASS,,1,52026,2081.04,52048,2081.92,12,6,0.57,0.84,0.58,0.69
Home,PASS,,1,52048,2081.92,52071,2082.84,6,12,0.58,0.69,0.59,0.8
Home,PASS,,1,52090,2083.6,52170,2086.8,12,4,0.59,0.79,0.59,0.12
Home,PASS,,1,52293,2091.72,52319,2092.76,4,6,0.71,0.15,0.65,0.23
Away,CHALLENGE,GROUND-FAULT-LOST,1,52317,2092.68,52317,2092.68,24,,0.67,0.24,NaN,NaN
Home,CHALLENGE,GROUND-FAULT-WON,1,52319,2092.76,52319,2092.76,6,,0.65,0.23,NaN,NaN
Home,FAULT RECEIVED,,1,52340,2093.6,52340,2093.6,6,,0.64,0.24,NaN,NaN
Home,SET PIECE,FREE KICK,1,53269,2130.76,53269,2130.76,6,,NaN,NaN,NaN,NaN
Home,PASS,,1,53269,2130.76,53301,2132.04,6,4,0.62,0.27,0.67,0.16
Home,PASS,,1,53322,2132.88,53347,2133.88,4,8,0.7,0.18,0.8,0.03
Home,PASS,,1,53461,2138.44,53481,2139.24,8,12,0.81,0.32,0.71,0.51
Home,PASS,,1,53502,2140.08,53524,2140.96,12,10,0.72,0.55,0.75,0.68
Home,PASS,THROUGH BALL-DEEP BALL,1,53551,2142.04,53604,2144.16,10,7,0.78,0.7,0.97,0.77
Home,PASS,CROSS,1,53604,2144.16,53634,2145.36,7,8,0.97,0.77,0.95,0.5
Away,CHALLENGE,AERIAL-LOST,1,53633,2145.32,53633,2145.32,18,,0.95,0.51,NaN,NaN
Home,PASS,HEAD,1,53634,2145.36,53676,2147.04,8,6,0.95,0.5,0.85,0.39
Home,PASS,,1,53676,2147.04,53695,2147.8,6,8,0.85,0.39,0.94,0.52
Home,CHALLENGE,AERIAL-WON,1,53695,2147.8,53695,2147.8,8,,0.94,0.52,NaN,NaN
Home,SHOT,HEAD-ON TARGET-SAVED,1,53695,2147.8,53707,2148.28,8,,0.94,0.52,1,0.54
Away,RECOVERY,SAVED,1,53708,2148.32,53708,2148.32,17,,0.99,0.55,NaN,NaN
Away,PASS,,1,53708,2148.32,53724,2148.96,17,18,0.99,0.55,0.94,0.58
Away,BALL LOST,,1,53724,2148.96,53775,2151,18,,0.94,0.58,0.88,0.73
Home,RECOVERY,,1,53775,2151,53775,2151,5,,0.86,0.72,NaN,NaN
Home,SHOT,BLOCKED,1,53775,2151,53775,2151,5,,0.86,0.72,0.89,0.73
Away,RECOVERY,BLOCKED,1,53776,2151.04,53776,2151.04,22,,0.89,0.7,NaN,NaN
Away,BALL OUT,,1,53776,2151.04,53821,2152.84,22,,0.89,0.7,0.77,1.03
Home,SET PIECE,THROW IN,1,54288,2171.52,54288,2171.52,7,,NaN,NaN,NaN,NaN
Home,PASS,,1,54288,2171.52,54297,2171.88,7,5,0.77,1.01,0.8,0.91
Home,PASS,,1,54297,2171.88,54321,2172.84,5,7,0.8,0.91,0.76,1
Home,CHALLENGE,GROUND-LOST,1,54373,2174.92,54373,2174.92,7,,0.71,0.93,NaN,NaN
Home,BALL LOST,THEFT,1,54373,2174.92,54373,2174.92,7,,0.71,0.93,NaN,NaN
Away,CHALLENGE,TACKLE-WON,1,54381,2175.24,54381,2175.24,21,,0.69,0.92,NaN,NaN
Away,RECOVERY,THEFT,1,54381,2175.24,54381,2175.24,21,,0.69,0.92,NaN,NaN
Away,PASS,,1,54381,2175.24,54411,2176.44,21,19,0.69,0.92,0.68,0.75
Away,PASS,,1,54476,2179.04,54506,2180.24,19,23,0.64,0.69,0.52,0.55
Home,CHALLENGE,GROUND-LOST,1,54505,2180.2,54505,2180.2,3,,0.51,0.56,NaN,NaN
Away,CHALLENGE,GROUND-WON,1,54506,2180.24,54506,2180.24,23,,0.52,0.55,NaN,NaN
Home,CHALLENGE,GROUND-LOST,1,54542,2181.68,54542,2181.68,8,,0.53,0.41,NaN,NaN
Away,CHALLENGE,GROUND-WON,1,54546,2181.84,54546,2181.84,23,,0.53,0.43,NaN,NaN
Away,CHALLENGE,TACKLE-LOST,1,54603,2184.12,54603,2184.12,23,,0.54,0.34,NaN,NaN
Away,BALL LOST,THEFT,1,54603,2184.12,54603,2184.12,23,,0.54,0.34,NaN,NaN
Home,CHALLENGE,TACKLE-WON,1,54604,2184.16,54604,2184.16,8,,0.53,0.35,NaN,NaN
Home,RECOVERY,THEFT,1,54604,2184.16,54604,2184.16,8,,0.53,0.35,NaN,NaN
Away,CHALLENGE,TACKLE-ADVANTAGE-LOST,1,54643,2185.72,54643,2185.72,15,,0.59,0.26,NaN,NaN
Home,CHALLENGE,TACKLE-ADVANTAGE-WON,1,54647,2185.88,54647,2185.88,8,,0.57,0.26,NaN,NaN
Home,PASS,,1,54647,2185.88,54720,2188.8,8,10,0.57,0.26,0.76,0.19
Home,PASS,,1,54839,2193.56,54867,2194.68,10,8,0.87,0.03,0.77,0.1
Home,PASS,,1,54898,2195.92,54918,2196.72,8,4,0.78,0.09,0.7,0.08
Home,PASS,,1,54934,2197.36,54954,2198.16,4,6,0.7,0.09,0.68,0.21
Home,PASS,,1,54994,2199.76,55079,2203.16,6,2,0.66,0.25,0.59,0.8
Home,PASS,,1,55079,2203.16,55108,2204.32,2,7,0.59,0.8,0.71,0.95
Home,BALL LOST,INTERCEPTION,1,55148,2205.92,55186,2207.44,7,,0.75,0.95,0.93,0.55
Away,CHALLENGE,AERIAL-WON,1,55187,2207.48,55187,2207.48,16,,0.93,0.55,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,55187,2207.48,55187,2207.48,16,,0.93,0.55,NaN,NaN
Away,PASS,,1,55187,2207.48,55258,2210.32,16,22,0.93,0.55,0.82,0.94
Away,PASS,,1,55332,2213.28,55354,2214.16,22,17,0.8,0.95,0.9,0.9
Away,BALL LOST,,1,55354,2214.16,55428,2217.12,17,,0.9,0.9,0.66,0.87
Home,RECOVERY,,1,55431,2217.24,55431,2217.24,12,,0.64,0.87,NaN,NaN
Home,PASS,,1,55523,2220.92,55575,2223,12,3,0.65,0.88,0.43,0.62
Home,PASS,,1,55612,2224.48,55654,2226.16,3,2,0.41,0.6,0.42,0.87
Home,PASS,,1,55670,2226.8,55695,2227.8,2,7,0.42,0.89,0.49,0.99
Home,PASS,,1,55744,2229.76,55752,2230.08,7,5,0.55,0.99,0.6,0.89
Home,PASS,,1,55799,2231.96,55822,2232.88,5,12,0.6,0.92,0.59,0.8
Away,CHALLENGE,TACKLE-FAULT-LOST,1,55854,2234.16,55854,2234.16,17,,0.68,0.8,NaN,NaN
Home,CHALLENGE,TACKLE-FAULT-WON,1,55854,2234.16,55854,2234.16,12,,0.66,0.78,NaN,NaN
Home,FAULT RECEIVED,,1,55858,2234.32,55858,2234.32,12,,0.66,0.78,NaN,NaN
Home,SET PIECE,FREE KICK,1,56425,2257,56425,2257,6,,NaN,NaN,NaN,NaN
Home,PASS,,1,56425,2257,56464,2258.56,6,10,0.63,0.78,0.69,0.4
Home,PASS,,1,56494,2259.76,56572,2262.88,10,8,0.69,0.4,0.94,0.04
Home,PASS,,1,56649,2265.96,56679,2267.16,8,10,0.86,0.06,0.73,0.12
Home,PASS,,1,56734,2269.36,56757,2270.28,10,8,0.75,0.19,0.81,0.3
Home,PASS,,1,56757,2270.28,56788,2271.52,8,10,0.81,0.3,0.87,0.24
Home,CHALLENGE,GROUND-LOST,1,56804,2272.16,56804,2272.16,10,,0.92,0.24,NaN,NaN
Home,BALL LOST,INTERCEPTION,1,56804,2272.16,56804,2272.16,10,,0.92,0.24,NaN,NaN
Away,CHALLENGE,GROUND-WON,1,56810,2272.4,56810,2272.4,15,,0.93,0.26,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,56810,2272.4,56810,2272.4,15,,0.93,0.26,NaN,NaN
Away,BALL OUT,,1,56810,2272.4,56836,2273.44,15,,0.93,0.26,1.01,0.23
Home,SET PIECE,CORNER KICK,1,57509,2300.36,57509,2300.36,6,,NaN,NaN,NaN,NaN
Home,PASS,,1,57509,2300.36,57569,2302.76,6,3,1.01,0.01,0.96,0.62
Home,CHALLENGE,AERIAL-WON,1,57569,2302.76,57569,2302.76,3,,0.96,0.62,NaN,NaN
Home,BALL LOST,INTERCEPTION,1,57569,2302.76,57605,2304.2,3,,0.96,0.62,0.98,0.56
Away,CHALLENGE,AERIAL-LOST,1,57572,2302.88,57572,2302.88,17,,0.96,0.6,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,57606,2304.24,57606,2304.24,25,,0.99,0.55,NaN,NaN
Away,PASS,,1,57606,2304.24,57624,2304.96,25,16,0.99,0.55,0.95,0.69
Away,BALL LOST,,1,57624,2304.96,57669,2306.76,16,,0.95,0.69,0.81,0.74
Home,RECOVERY,,1,57668,2306.72,57668,2306.72,7,,0.81,0.73,NaN,NaN
Home,SHOT,OFF TARGET-OUT,1,57668,2306.72,57740,2309.6,7,,0.81,0.73,1.02,0.31
Away,RECOVERY,,1,59053,2362.12,59053,2362.12,25,,0.96,0.47,NaN,NaN
Away,BALL LOST,INTERCEPTION,1,59053,2362.12,59144,2365.76,25,,0.96,0.47,0.45,0.1
Home,CHALLENGE,AERIAL-WON,1,59142,2365.68,59142,2365.68,8,,0.45,0.13,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,59142,2365.68,59142,2365.68,8,,0.45,0.13,NaN,NaN
Home,PASS,HEAD,1,59142,2365.68,59171,2366.84,8,12,0.45,0.13,0.4,0.24
Away,CHALLENGE,AERIAL-LOST,1,59144,2365.76,59144,2365.76,18,,0.43,0.11,NaN,NaN
Home,CHALLENGE,GROUND-WON,1,59232,2369.28,59232,2369.28,12,,0.43,0.19,NaN,NaN
Home,PASS,,1,59232,2369.28,59266,2370.64,12,8,0.43,0.19,0.5,0.02
Home,PASS,,1,59266,2370.64,59309,2372.36,8,4,0.5,0.02,0.34,0.03
Home,PASS,,1,59329,2373.16,59391,2375.64,4,3,0.34,0.03,0.11,0.23
Home,PASS,,1,59391,2375.64,59427,2377.08,3,11,0.11,0.23,0.04,0.47
Home,PASS,,1,59463,2378.52,59511,2380.44,11,2,0.06,0.55,0.12,0.82
Home,PASS,,1,59511,2380.44,59545,2381.8,2,5,0.12,0.82,0.34,0.81
Home,PASS,,1,59584,2383.36,59607,2384.28,5,6,0.34,0.73,0.28,0.66
Home,PASS,,1,59640,2385.6,59677,2387.08,6,3,0.28,0.62,0.25,0.37
Home,PASS,,1,59705,2388.2,59728,2389.12,3,4,0.27,0.31,0.32,0.13
Home,PASS,,1,59773,2390.92,59795,2391.8,4,12,0.35,0.1,0.4,0.23
Home,PASS,,1,59821,2392.84,59844,2393.76,12,6,0.41,0.25,0.39,0.36
Home,PASS,,1,59861,2394.44,59881,2395.24,6,12,0.4,0.36,0.45,0.24
Home,PASS,,1,59881,2395.24,59902,2396.08,12,10,0.45,0.24,0.54,0.27
Home,PASS,,1,59923,2396.92,59923,2396.92,10,12,0.55,0.26,0.47,0.25
Home,PASS,,1,59923,2396.92,59955,2398.2,12,4,0.47,0.25,0.55,0.06
Home,PASS,,1,60000,2400,60075,2403,4,8,0.58,0.07,0.89,0.04
Home,BALL OUT,CROSS,1,60081,2403.24,60174,2406.96,8,,0.9,0.03,1.06,0.51
Away,RECOVERY,,1,60792,2431.68,60792,2431.68,25,,0.96,0.49,NaN,NaN
Away,PASS,GOAL KICK,1,60792,2431.68,60882,2435.28,25,18,0.96,0.49,0.44,0
Away,PASS,HEAD,1,60882,2435.28,60916,2436.64,18,17,0.44,0,0.54,0.1
Away,PASS,,1,60916,2436.64,60953,2438.12,17,20,0.54,0.1,0.52,0.27
Away,PASS,,1,60971,2438.84,60994,2439.76,20,21,0.52,0.28,0.5,0.48
Away,PASS,,1,61019,2440.76,61069,2442.76,21,22,0.49,0.53,0.45,0.9
Away,BALL LOST,INTERCEPTION,1,61099,2443.96,61129,2445.16,22,,0.42,0.92,0.2,0.9
Home,RECOVERY,INTERCEPTION,1,61132,2445.28,61132,2445.28,7,,0.21,0.89,NaN,NaN
Home,PASS,,1,61178,2447.12,61211,2448.44,7,6,0.19,0.97,0.26,0.84
Home,PASS,,1,61294,2451.76,61324,2452.96,6,7,0.34,0.82,0.42,0.97
Home,PASS,,1,61420,2456.8,61490,2459.6,7,8,0.61,0.78,0.71,0.1
Home,CHALLENGE,GROUND-FAULT-WON,1,61517,2460.68,61517,2460.68,8,,0.72,0.05,NaN,NaN
Away,CHALLENGE,GROUND-FAULT-LOST,1,61524,2460.96,61524,2460.96,17,,0.72,0.09,NaN,NaN
Home,FAULT RECEIVED,,1,61530,2461.2,61530,2461.2,8,,0.73,0.05,NaN,NaN
Home,SET PIECE,FREE KICK,1,62681,2507.24,62681,2507.24,6,,NaN,NaN,NaN,NaN
Home,BALL LOST,INTERCEPTION,1,62681,2507.24,62712,2508.48,6,,0.73,0.09,0.86,0.5
Away,RECOVERY,INTERCEPTION,1,62711,2508.44,62711,2508.44,19,,0.86,0.49,NaN,NaN
Away,BALL LOST,,1,62711,2508.44,62753,2510.12,19,,0.86,0.49,0.7,0.44
Home,RECOVERY,,1,62753,2510.12,62753,2510.12,10,,0.69,0.45,NaN,NaN
Home,SHOT,OFF TARGET-OUT,1,62792,2511.68,62847,2513.88,10,,0.71,0.52,1.02,0.27
Away,RECOVERY,,1,63239,2529.56,63239,2529.56,25,,0.95,0.45,NaN,NaN
Away,PASS,GOAL KICK,1,63239,2529.56,63287,2531.48,25,17,0.95,0.45,0.75,0.05
Away,PASS,,1,63333,2533.32,63381,2535.24,17,18,0.74,0.06,0.51,0.48
Away,CHALLENGE,GROUND-WON,1,63407,2536.28,63407,2536.28,18,,0.51,0.47,NaN,NaN
Home,CHALLENGE,GROUND-ADVANTAGE-LOST,1,63428,2537.12,63428,2537.12,5,,0.52,0.43,NaN,NaN
Away,CHALLENGE,GROUND-FAULT-WON,1,63469,2538.76,63469,2538.76,18,,0.53,0.35,NaN,NaN
Away,FAULT RECEIVED,,1,63477,2539.08,63477,2539.08,18,,0.54,0.33,NaN,NaN
Home,RECOVERY,,1,63528,2541.12,63528,2541.12,8,,0.61,0.28,NaN,NaN
Home,BALL LOST,FORCED,1,63542,2541.68,63542,2541.68,8,,0.64,0.31,NaN,NaN
Away,SET PIECE,FREE KICK,1,63718,2548.72,63718,2548.72,20,,NaN,NaN,NaN,NaN
Away,PASS,,1,63718,2548.72,63771,2550.84,20,19,0.57,0.35,0.42,0.14
Away,PASS,,1,63864,2554.56,63897,2555.88,19,17,0.24,0.17,0.13,0.05
Away,CHALLENGE,TACKLE-LOST,1,63931,2557.24,63931,2557.24,17,,0.14,0.12,NaN,NaN
Away,BALL LOST,THEFT,1,63931,2557.24,63931,2557.24,17,,0.14,0.12,NaN,NaN
Home,CHALLENGE,TACKLE-WON,1,63938,2557.52,63938,2557.52,8,,0.14,0.14,NaN,NaN
Home,RECOVERY,THEFT,1,63938,2557.52,63938,2557.52,8,,0.14,0.14,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,63994,2559.76,63994,2559.76,17,,0.15,0.1,NaN,NaN
Away,PASS,,1,63994,2559.76,64061,2562.44,17,19,0.15,0.1,0.27,0.1
Home,BALL LOST,INTERCEPTION,1,63998,2559.92,63998,2559.92,8,,0.14,0.11,0.15,0.11
Away,PASS,,1,64061,2562.44,64105,2564.2,19,15,0.27,0.1,0.49,0.12
Away,PASS,,1,64205,2568.2,64235,2569.4,15,21,0.48,0.12,0.49,0.25
Away,BALL LOST,INTERCEPTION,1,64294,2571.76,64327,2573.08,21,,0.47,0.14,0.26,0.16
Home,RECOVERY,INTERCEPTION,1,64324,2572.96,64324,2572.96,4,,0.28,0.15,NaN,NaN
Home,PASS,,1,64324,2572.96,64353,2574.12,4,12,0.28,0.15,0.29,0.26
Home,PASS,,1,64402,2576.08,64437,2577.48,12,10,0.28,0.31,0.46,0.57
Home,BALL LOST,INTERCEPTION,1,64487,2579.48,64525,2581,10,,0.5,0.74,0.76,0.63
Away,RECOVERY,INTERCEPTION,1,64523,2580.92,64523,2580.92,22,,0.68,0.64,NaN,NaN
Away,PASS,,1,64567,2582.68,64617,2584.68,22,25,0.78,0.76,0.96,0.61
Away,PASS,,1,64617,2584.68,64663,2586.52,25,18,0.96,0.61,0.64,0.88
Away,PASS,,1,64793,2591.72,64848,2593.92,18,17,0.54,0.62,0.47,0.13
Away,BALL LOST,INTERCEPTION,1,64971,2598.84,65001,2600.04,17,,0.32,0.16,0.14,0.25
Home,CHALLENGE,GROUND,1,64977,2599.08,64977,2599.08,4,,0.2,0.19,NaN,NaN
Away,CHALLENGE,GROUND-LOST,1,65001,2600.04,65001,2600.04,19,,0.15,0.3,NaN,NaN
Home,CHALLENGE,GROUND-WON,1,65001,2600.04,65001,2600.04,3,,0.15,0.29,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,65001,2600.04,65001,2600.04,3,,0.15,0.29,NaN,NaN
Home,PASS,,1,65001,2600.04,65031,2601.24,3,8,0.15,0.29,0.23,0.17
Home,PASS,,1,65031,2601.24,65053,2602.12,8,4,0.23,0.17,0.17,0.14
Home,PASS,,1,65087,2603.48,65105,2604.2,4,12,0.19,0.15,0.22,0.29
Home,PASS,,1,65130,2605.2,65145,2605.8,12,6,0.23,0.32,0.27,0.41
Home,PASS,,1,65145,2605.8,65168,2606.72,6,8,0.27,0.41,0.28,0.23
Home,PASS,,1,65201,2608.04,65246,2609.84,8,4,0.32,0.23,0.5,0.05
Home,PASS,,1,65374,2614.96,65397,2615.88,4,9,0.69,0.22,0.76,0.36
Home,CHALLENGE,GROUND-WON,1,65408,2616.32,65408,2616.32,9,,0.76,0.38,NaN,NaN
Away,CHALLENGE,GROUND-LOST,1,65414,2616.56,65414,2616.56,15,,0.78,0.39,NaN,NaN
Home,PASS,,1,65453,2618.12,65473,2618.92,9,4,0.77,0.36,0.87,0.19
Home,PASS,,1,65505,2620.2,65635,2625.4,4,10,0.9,0.2,0.95,0.88
Home,BALL LOST,INTERCEPTION,1,65688,2627.52,65693,2627.72,10,,0.88,0.87,0.9,0.83
Away,RECOVERY,INTERCEPTION,1,65692,2627.68,65692,2627.68,22,,0.89,0.84,NaN,NaN
Away,BALL LOST,CLEARANCE,1,65722,2628.88,65819,2632.76,22,,0.87,0.82,0.47,0.79
